,date,text
10,10112020110327,"If taken at their word, senior policymakers in the major economic powers have drawn adverse conclusions concerning the performance of cross-border supply chains during the first 6 months of the COVID-19 pandemic. That such supply chains often implicate China, the origin of the pandemic, has also led to claims that trading partners have become too dependent on Chinese supplies. This in turn has led to policy interventions designed to reconfigure supply chains, which if adopted broadly could revise the terms upon which international business operates. A critical evaluation of this policymaker assessment is presented, based on near-time monitoring of medical and food trade disruption induced by government policy, on fine-grained trade data on the pre-pandemic international sourcing patterns of medical goods and medicines by France, Germany, the United Kingdom, and the United States, on statements from U.S. government health experts before and during the pandemic on the frequency and sources of medicine shortages, and on the U.S. Food and Drug Administration’s latest evidence on the causes of medicine shortages in 2020. Such evidence vitiates the adverse conclusions mentioned above, but raises important questions about the factors that determine policy towards international business during a time of intensifying geopolitical rivalry."
11,10122020126337,"The COVID-19 pandemic is a serious global burden. Epidemiological data suggest that the severity of COVID-19, in particular its case fatality rate, rises strongly with age. It is possible that neither a vaccine nor an effective treatment will be available for >1 year. Thus, it may be necessary for older adults to protect themselves by avoiding direct social contact and practicing social distancing for a rather long period of time. This may result in loneliness and social isolation because, for example, grandchildren cannot visit their grandparents. In turn, both loneliness and social isolation can have serious deleterious consequences (e.g., in terms of morbidity and mortality). Thus, the question arises: are there ways to mitigate loneliness and social isolation? One way to stay in contact is to use online social media such as Facebook or using video calling software such as Skype. However, there are very few studies examining whether the use of online social media or video chats are associated with loneliness and social isolation in older adults. We sum up some preliminary findings and make a call for further research on the link between online social media use/video chat and loneliness, as well as social isolation, in older adults."
12,10062020061737,"The current situation of global pandemic COVID-19 can put the 1.1 million Rohingya refugees, living in Bangladesh, in a substantially vulnerable position. A poor, overcrowded living condition, limited access to safe drinking water and health services, and a restricted communication system have substantially increased the risk of rapid spread of COVID-19 in these refugee camps. As COVID-19 infection has already been reported in Bangladesh, this infection will inevitably proliferate among this segregated and neglected community. Thus, in this short report, we describe the current challenges Rohingya refugee camps are facing and suggest possible prevention measures to avoid COVID-19 in these vulnerable areas."
13,10082020080593,"[Image: see text] Quaternary ammonium compounds (QACs or “quats”) make up a class of chemicals used as disinfectants in cleaning and other consumer products. While disinfection is recommended for maintaining a safe environment during the COVID-19 pandemic, the increased use of QACs is concerning as exposure to these compounds has been associated with adverse effects on reproductive and respiratory systems. We have determined the occurrence of 19 QACs in residential dust collected before and during the COVID-19 pandemic. QACs were detected in >90% of the samples collected during the pandemic at concentrations ranging from 1.95 to 531 μg/g (n = 40; median of 58.9 μg/g). The total QAC concentrations in these samples were significantly higher than in samples collected before the COVID-19 pandemic (p < 0.05; n = 21; median of 36.3 μg/g). Higher QAC concentrations were found in households that generally disinfected more frequently (p < 0.05). Disinfecting products commonly used in these homes were analyzed, and the QAC profiles in dust and in products were similar, suggesting that these products can be a significant source of QACs. Our findings indicate that indoor exposure to QACs is widespread and has increased during the pandemic."
14,10142021026174,"In the last three decades, researchers have utilized genome engineering to alter the DNA sequence in the living cells of a plethora of organisms, ranging from plants, fishes, mice, to even humans. This has been conventionally achieved by using methodologies such as single nucleotide insertion/deletion in coding sequences, exon(s) deletion, mutations in the promoter region, introducing stop codon for protein truncation, and addition of foreign DNA for functional elucidation of genes. However, recent years have witnessed the advent of novel techniques that use programmable site-specific nucleases like CRISPR/Cas9, TALENs, ZFNs, Cre/loxP system, and gene trapping. These have revolutionized the field of experimental transgenesis as well as contributed to the existing knowledge base of classical genetics and gene mapping. Yet there are certain experimental/technological barriers that we have been unable to cross while creating genetically modified organisms. Firstly, while interfering with coding strands, we inadvertently change introns, antisense strands, and other non-coding elements of the gene and genome that play integral roles in the determination of cellular phenotype. These unintended modifications become critical because introns and other non-coding elements, although traditionally regarded as “junk DNA,” have been found to play a major regulatory role in genetic pathways of several crucial cellular processes, development, homeostasis, and diseases. Secondly, post-insertion of transgene, non-coding RNAs are generated by host organism against the inserted foreign DNA or from the inserted transgene/construct against the host genes. The potential contribution of these non-coding RNAs to the resulting phenotype has not been considered. We aim to draw attention to these inherent flaws in the transgenic technology being employed to generate mutant mice and other model organisms. By overlooking these aspects of the whole gene and genetic makeup, perhaps our current understanding of gene function remains incomplete. Thus, it becomes important that, while using genetic engineering techniques to generate a mutant organism for a particular gene, we should carefully consider all the possible elements that may play a potential role in the resulting phenotype. This perspective highlights the commonly used mouse strains and the most probable associated complexities that have not been considered previously, resulting in possible limitations in the currently utilized transgenic technology. This work also warrants the use of already established mouse lines in further research."
15,10072020075943,"Recent years in Europe have generated situations requiring the European Union to take extra-coordinated action in the field of asylum policy. The sudden and growing influx of refugees to Europe in 2015 and 2016 has caused the collapse of the previous common European asylum system. The European Union has taken a number of measures to resolve this crisis situation. When the situation seemed to be under control, a new challenge emerged in early 2020. The first COVID-19 infectious disease case was reported in Europe, and on 13 March 2020 the WHO reported that Europe had become the epicentre of the coronavirus pandemic. The measures taken by individual countries and the European Union to limit the spread of the virus have had a significant impact on many spheres of state and individual functioning, including the situation of persons seeking international protection. This publication consists of three parts. The first part discusses actions taken by the European Union in the face of the migration and refugee crisis that emerged in 2015 and 2016. The second part presents one of the limitations introduced in connection with preventing the spread of COVID-19, which has a huge impact on persons wishing to seek international protection, i.e., changes in the regime of crossing borders and entering the territory of particular countries. The third one points out selected problems experienced by persons seeking protection who already stay in the territory of EU Member States."
16,10042020043953,"Severe respiratory consequences of the COVID-19 pandemic have prompted urgent need for novel therapies. Cell-based approaches, primarily using mesenchymal stem (stromal) cells (MSCs), have demonstrated safety and possible efficacy in patients with the acute respiratory distress syndrome (ARDS), although not as yet well studied in respiratory virus-induced ARDS. Limited pre-clinical data suggest that systemic MSC administration can significantly reduce respiratory virus (Influenza strains H5N1 and H9N2)-induced lung injury, however, there are no available data in models of coronavirus respiratory infection. There are a rapidly increasing number of clinical investigations of cell-based therapy approaches for COVID-19. These utilise a range of different cell sources, doses, dosing strategies, and targeted patient populations. To provide a rationale strategy to maximise potential therapeutic use, it is critically important to understand the relevant pre-clinical studies and postulated mechanisms of MSC actions in respiratory virus-induced lung injuries. These are presented along with consideration of current clinical investigations."
17,10172021056131,"In this paper, we investigate the fractional epidemic mathematical model and dynamics of COVID-19. The Wuhan city of China is considered as the origin of the corona virus. The novel corona virus is continuously spread its range of effectiveness in nearly all corners of the world. Here we analyze that under what parameters and conditions it is possible to slow the speed of spreading of corona virus. We formulate a transmission dynamical model where it is assumed that some portion of the people generates the infections, which is affected by the quarantine and latent time. We study the effect of various parameters of corona virus through the fractional mathematical model. The Laguerre collocation technique is used to deal with the concerned mathematical model numerically. In order to deal with the dynamics of the novel corona virus we collect the experimental data from 15th–21st April, 2020 of Maharashtra state, India. We analyze the effect of various parameters on the numerical solutions by graphical comparison for fractional order as well as integer order. The pictorial presentation of the variation of different parameters used in model are depicted for upper and lower solution both."
18,10122020121458,"In the battle for control of coronavirus disease-19 (COVID-19), we have few weapons. Yet contact tracing is among the most powerful. Contact tracing is the process by which public-health officials identify people, or contacts, who have been exposed to a person infected with a pathogen or another hazard. For all its power, though, contact tracing yields a variable level of success. One reason is that contact tracing's ability to break the chain of transmission is only as effective as the proportion of contacts who are actually traced. In part, this proportion turns on the quality of the information that infected people provide, which makes human memory a crucial part of the efficacy of contact tracing. Yet the fallibilities of memory, and the challenges associated with gathering reliable information from memory, have been grossly underestimated by those charged with gathering it. We review the research on witnesses and investigative interviewing, identifying interrelated challenges that parallel those in contact tracing, as well as approaches for addressing those challenges."
19,10062020066058,"Resumen La enfermedad por coronavirus 2019 (COVID-19) es causada por el virus de Síndrome Respiratorio Agudo Grave - Coronavirus 2 (SARS-CoV-2). COVID 19 ha afectado cerca de 2 millones de personas en todo el mundo en menos de 4 meses posterior al reporte de los primeros casos en China en diciembre 2019. La relación que guarda la enfermedad por SARS-Cov-2 con el tratamiento inmunosupresor utilizado en diversos trastornos gastrointestinales es incierta, esto genera el debate sobre suspender el tratamiento inmunosupresor para mejorar el pronóstico de la infección, lo cual incluye el riesgo inherente de rechazo de injerto o agudización de enfermedades autoinmunes que potencialmente pudieran agravar el curso de la infección. En base a la evidencia disponible se logra establecer una postura de tratamiento en pacientes con enfermedades gastrointestinales que requieren terapia inmunosupresora. Abstract The coronavirus disease 2019 (COVID-19) is caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) virus. COVID-19 affected close to 2 million persons worldwide in fewer than 4 months, after the report of the first cases in China in December 2019. The relation of the disease caused by SARS-Cov-2 to immunosuppressive treatment used in different gastrointestinal disorders is uncertain, resulting in debate with regard to suspending immunosuppressive therapy to improve infection outcome. Said suspension implies the inherent risk for graft rejection or autoimmune disease exacerbation that can potentially worsen the course of the infection. Based on the presently available evidence, a treatment stance has been established for patients with gastrointestinal diseases that require immunosuppressive therapy."
20,10052020050048,"Inherited thoracic aortopathies denote a group of congenital conditions that predispose to disease of the thoracic aorta. Aortic wall weakness and abnormal aortic hemodynamic profiles predispose these patients to dilatation of the thoracic aorta, which is generally silent but can precipitate aortic dissection or rupture with devastating and often fatal consequences. Current strategies to assess the future risk of aortic dissection or rupture are based primarily on monitoring aortic diameter. However, diameter alone is a poor predictor of risk, with many patients experiencing dissection or rupture below current intervention thresholds. Developing tools that improve the risk assessment of those with aortopathy is internationally regarded as a research priority. A robust understanding of the molecular pathways that lead to aortic wall weakness is required to identify biomarkers and therapeutic targets that could improve patient management. Here, we summarize the current understanding of the genetically determined mechanisms underlying inherited aortopathies and critically appraise the available blood biomarkers, imaging techniques, and therapeutic targets that have shown promise for improving the management of patients with these important and potentially fatal conditions."
21,10112020117448,"The Coronavirus disease 2019 (COVID-19) pandemic has led to a surge in need for alternative routes of administration of drugs for end of life and palliative care, particularly in community settings. Transmucosal routes include intranasal, buccal, sublingual and rectal. They are non-invasive routes for systemic drug delivery with the possibility of self-administration, or administration by family caregivers. In addition, their ability to offer rapid onset of action with reduced first-pass metabolism make them suitable for use in palliative and end-of-life care to provide fast relief of symptoms. This is particularly important in COVID-19, as patients can deteriorate rapidly. Despite the advantages, these routes of administration face challenges including a relatively small surface area for effective drug absorption, small volume of fluid for drug dissolution and the presence of a mucus barrier, thereby limiting the number of drugs that are suitable to be delivered through the transmucosal route. In this review, the merits, challenges and limitations of each of these transmucosal routes are discussed. The goals are to provide insights into using transmucosal drug delivery to bring about the best possible symptom management for patients at the end of life, and to inspire scientists to develop new delivery systems to provide effective symptom management for this group of patients."
22,10082020081855,"Middle East respiratory syndrome coronavirus (MERS-CoV) is a highly pathogenic human coronavirus causing severe disease and mortality. MERS-CoV infection failed to elicit robust IFN response, suggesting that the virus might have evolved strategies to evade host innate immune surveillance. In this study, we identified and characterized type I IFN antagonism of MERS-CoV open reading frame (ORF) 8b accessory protein. ORF8b was abundantly expressed in MERS-CoV-infected Huh-7 cells. When ectopically expressed, ORF8b inhibited IRF3-mediated IFN-β expression induced by Sendai virus and poly(I:C). ORF8b was found to act at a step upstream of IRF3 to impede the interaction between IRF3 kinase IKKε and chaperone protein HSP70, which is required for the activation of IKKε and IRF3. An infection study using recombinant wild-type and ORF8b-deficient MERS-CoV further confirmed the suppressive role of ORF8b in type I IFN induction and its disruption of the colocalization of HSP70 with IKKε. Ectopic expression of HSP70 relieved suppression of IFN-β expression by ORF8b in an IKKε-dependent manner. Enhancement of IFN-β induction in cells infected with ORF8b-deficient virus was erased when HSP70 was depleted. Taken together, HSP70 chaperone is important for IKKε activation, and MERS-CoV ORF8b suppresses type I IFN expression by competing with IKKε for interaction with HSP70."
23,10172021059202,"Developing robust methods to detect the severe acute respiratory syndromecoronavirus-2 (SARS-CoV-2), a causative agent for the current global health pandemic, is an exciting area of research. Nevertheless, the currently used conventional reverse transcription-polymerase chain reaction (RT-PCR) technique in COVID-19 diagnosis endures with some inevitable limitations. Consequently, the establishment of rapid diagnostic tools and quick isolation of infected patients is highly essential. Furthermore, the requirement of point-of-care testing is the need of the hour. Considering this, we have provided a brief review of the use of very recently reported robust spectral tools for rapid COVID-19 diagnosis. The spectral tools include, colorimetric reverse transcription loop-mediated isothermal amplification (RT-LAMP) and matrix-assisted laser desorption/ionization mass spectrometry (MALDI-MS), with the admittance of principal component analysis (PCA) and machine learning (ML) for meeting the high-throughput and fool-proof diagnostic platforms for the detection of SARS-CoV-2, are reviewed. Recently, these techniques have been readily applied to screen a large number of suspected patients within a short period and they demonstrated higher sensitivity for the detection of COVID-19 patients from unaffected human subjects."
24,10162021043283,"ABSTRACT A 64-year-old woman with malignant carcinoid tumor of the ileum received right ileocolectomy 9 years ago. Series follow-up imaging studies including most recent 68Ga-DOTATATE PET/CT scan in June 2020 have been negative for disease. Current 68Ga-DOTATATE PET/CT scan showed new cluster of bilateral axillary and subpectoral lymphadenopathy with normal CT morphology, but with avid DOTATATE uptake. There was no other abnormal DOTATATE-avid lesion or suspicious CT image findings. The medical history revealed that the patient received 2 doses of COVID-19 (coronavirus disease 2019) mRNA vaccine at bilateral upper arm deltoid muscles at 21 and 42 days prior to the PET/CT examination, respectively."
25,101420210212285,"The ongoing unprecedented severe acute respiratory syndrome caused by the SARS-CoV-2 outbreak worldwide has highlighted the need for understanding viral-host interactions involved in mechanisms of virulence. Here, we show that the virulence factor Nsp1 protein of SARS-CoV-2 interacts with the host messenger RNA (mRNA) export receptor heterodimer NXF1-NXT1, which is responsible for nuclear export of cellular mRNAs. Nsp1 prevents proper binding of NXF1 to mRNA export adaptors and NXF1 docking at the nuclear pore complex. As a result, a significant number of cellular mRNAs are retained in the nucleus during infection. Increased levels of NXF1 rescues the Nsp1-mediated mRNA export block and inhibits SARS-CoV-2 infection. Thus, antagonizing the Nsp1 inhibitory function on mRNA export may represent a strategy to restoring proper antiviral host gene expression in infected cells."
26,10132021010207,"BACKGROUND: Following non-traumatic subarachnoid hemorrhage (SAH), in-hospital delayed cerebral ischemia is predicted by two chief events on continuous EEG (cEEG): new or worsening epileptiform abnormalities (EAs) and deterioration of cEEG background frequencies. We evaluated the association between longitudinal outcomes and these cEEG biomarkers. We additionally evaluated the association between longitudinal outcomes and other in-hospital complications. METHODS: Patients with nontraumatic SAH undergoing ≥ 3 days of cEEG monitoring were enrolled in a prospective study evaluating longitudinal outcomes. Modified Rankin Scale (mRS) was assessed at discharge, and at 3- and 6-month follow-up time points. Adjusting for baseline severity in a cumulative proportional odds model, we modeled the mRS ordinally and measured the association between mRS and two forms of in-hospital cEEG deterioration: (1) cEEG evidence of new or worsening epileptiform abnormalities and (2) cEEG evidence of new background deterioration. We compared the magnitude of these associations at each time point with the association between mRS and other in-hospital complications: (1) delayed cerebral ischemia (DCI), (2) hospital-acquired infections (HAI), and (3) hydrocephalus. In a secondary analysis, we employed a linear mixed effects model to examine the association of mRS over time (dichotomized as 0–3 vs. 4–6) with both biomarkers of cEEG deterioration and with other in-hospital complications. RESULTS: In total, 175 mRS assessments were performed in 59 patients. New or worsening EAs developed in 23 (39%) patients, and new background deterioration developed in 24 (41%). Among cEEG biomarkers, new or worsening EAs were independently associated with mRS at discharge, 3, and 6 months, respectively (adjusted cumulative proportional odds 4.99, 95% CI 1.60–15.6; 3.28, 95% CI 1.14–9.5; and 2.71, 95% CI 0.95–7.76), but cEEG background deterioration lacked an association. Among hospital complications, DCI was associated with discharge, 3-, and 6-month outcomes (adjusted cumulative proportional odds 4.75, 95% CI 1.64–13.8; 3.4; 95% CI 1.24–9.01; and 2.45, 95% CI 0.94–6.6), but HAI and hydrocephalus lacked an association. The mixed effects model demonstrated that these associations were sustained over longitudinal assessments without an interaction with time. CONCLUSION: Although new or worsening EAs and cEEG background deterioration have both been shown to predict DCI, only new or worsening EAs are associated with a sustained impairment in functional outcome. This novel finding raises the potential for identifying therapeutic targets that may also influence outcomes. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1007/s12028-020-01177-x) contains supplementary material, which is available to authorized users."
27,10142021029247,"BACKGROUND: Coronavirus disease-2019 (COVID-1) 9 pandemic is spreading like a wildfire across the globe. For its containment, measures such as isolation and quarantine are followed. The patients tested positive for COVID-19 disease are kept in isolation with no interaction with the family members leading to negative mental health consequences. To address this, Parul Sevashram Hospital adapted to a more holistic approach to treatment. METHODOLOGY: A process documentation of the best practices was undertaken. Key Informant Interviews (KIIs) were used to gather responses of the project implementers (n = 2), physiotherapists (n = 2), dietician (n = 1), Ayurveda practitioners (n = 2), and staff nurses (n = 2) who were mainly involved in tailoring the package of services to be offered as well as their implementation. In addition, KIIs were also conducted with the patients (n = 10) their views on the additional package of services offered to them and the overall level of satisfaction with the care. FINDINGS: The holistic care services involved diet therapy, physiotherapy and yoga, AYUSH medicines for boosting immunity, music therapy and books and indoor games. Few implementation challenges include convincing healthcare workers for providing care to COVID patients, availing raw materials for preparing AYUSH medicines during lockdown. Trainings were also provided to HCW on infection control practices, provided monetary incentive and mobilised the existing resources for addressing the challenges. CONCLUSION: The holistic care has potential influence on patient's mental health, recovery rate, and satisfaction of COVID-19 patients. These approaches can be up-scaled with a minimum investment and has a potential to benefit patients both in public and private hospitals."
28,10112020116756,"Background: In the first wave of the COVID-19 pandemic in 2020, many countries made changes to the routine management of patients with non-communicable diseases, including neurocognitive disorders. Therefore, many “so-called” non-urgent elective procedures and outpatient appointments have been canceled or postponed, possibly impacting negatively on health and well-being of patients in the short- and long-term. Aim: Here, we aimed at describing numbers and types of outpatient appointments canceled as a result of government's restrictive measures in our memory clinic. Methods: The scheduled appointments at the memory clinic of the Santa Lucia Foundation IRCCS, Rome, Italy, are recorded in a comprehensive dataset under strict administrative control. Here, we compared appointments (first-time and follow-up) that were canceled from January to April 2020 with those of the corresponding months in 2019. Results: We observed a substantial decrease in appointments during 2020. The majority of scheduled appointments were follow-up, and about a quarter were first-time appointments. We estimated that 66.7% and 77.4% of patients missed out respectively their first and follow-up appointments in our memory clinic due to government's restrictive measures in March–April 2020. Conclusions: A large number of patients with neurocognitive disorders missed crucial appointments due to government's restrictive measures, and many experienced a delay in initial diagnosis and initiation of treatment. This has relevant impact on their treatment and consequently has (is still having and potentially will have) an increase on the healthcare service burden of clinics. Furthermore, as a second wave of COVID-19 affects Europe, and with winter approaching, it is a compelling priority to ensure easy and rapid access to appropriate assessment, care and treatment in the event of a new outbreak and potential subsequent lockdowns, with particular attention to the development of specific healthcare technologies customized to older persons with cognitive impairment."
29,10052020051356,"Many scientific processes and applications can be represented in the standardized form of workflows. One of the key challenges related to managing and executing workflows is scheduling. As an NP-hard problem with exponential complexity it imposes limitations on the size of practically solvable problems. In this paper, we present a solution to the challenge of scheduling workflow applications with the help of the D-Wave quantum annealer. To the best of our knowledge, there is no other work directly addressing workflow scheduling using quantum computing. Our solution includes transformation into a Quadratic Unconstrained Binary Optimization (QUBO) problem and discussion of experimental results, as well as possible applications of the solution. For our experiments we choose four problem instances small enough to fit into the annealer’s architecture. For two of our instances the quantum annealer finds the global optimum for scheduling. We thus show that it is possible to solve such problems with the help of the D-Wave machine and discuss the limitations of this approach."
